date_time,SC(uS),Turb(FNU),DO(mg/L)
2017-03-09 12:15,498,1.0,11.3
2017-03-09 12:30,497,1.0,11.4
2017-03-09 12:45,497,1.0,11.4
2017-03-09 13:00,497,1.2,11.5
2017-03-09 13:15,496,0.9,11.6
2017-03-09 13:30,496,0.9,11.6
2017-03-09 13:45,496,1.0,11.7
2017-03-09 14:00,496,1.1,11.7
2017-03-09 14:15,496,1.1,11.8
2017-03-09 14:30,496,1.1,11.8
2017-03-09 14:45,495,1.5,11.8
2017-03-09 15:00,495,1.3,11.8
2017-03-09 15:15,496,1.0,11.9
2017-03-09 15:30,495,1.2,11.8
2017-03-09 15:45,495,1.3,11.9
2017-03-09 16:00,496,1.4,11.8
2017-03-09 16:15,495,1.2,11.8
2017-03-09 16:30,495,1.1,11.8
2017-03-09 16:45,496,1.5,11.8
2017-03-09 17:00,496,1.0,11.7
2017-03-09 17:15,496,1.0,11.7
2017-03-09 17:30,496,1.0,11.7
2017-03-09 17:45,496,1.3,11.6
2017-03-09 18:00,496,1.0,11.5
2017-03-09 18:15,497,1.2,11.5
2017-03-09 18:30,496,1.5,11.4
2017-03-09 18:45,497,1.4,11.3
2017-03-09 19:00,497,1.3,11.2
2017-03-09 19:15,497,1.4,11.1
2017-03-09 19:30,497,1.4,11.1
2017-03-09 19:45,497,1.4,11.0
2017-03-09 20:00,497,1.5,10.9
2017-03-09 20:15,497,1.9,10.9
2017-03-09 20:30,497,2.0,10.8
2017-03-09 20:45,497,4.1,10.8
2017-03-09 21:00,497,1.6,10.7
2017-03-09 21:15,497,1.7,10.6
2017-03-09 21:30,497,1.7,10.6
2017-03-09 21:45,496,1.8,10.5
2017-03-09 22:00,497,1.4,10.5
2017-03-09 22:15,497,2.1,10.4
2017-03-09 22:30,497,2.4,10.4
2017-03-09 22:45,496,2.1,10.3
2017-03-09 23:00,496,1.7,10.3
2017-03-09 23:15,496,2.0,10.2
2017-03-09 23:30,496,1.7,10.2
2017-03-09 23:45,496,1.9,10.1
2017-03-10 00:00,496,2.3,10.1
2017-03-10 00:15,495,2.0,10.1
2017-03-10 00:30,496,2.7,10.0
2017-03-10 00:45,496,1.9,10.0
2017-03-10 01:00,495,1.9,9.9
2017-03-10 01:15,496,2.0,9.9
2017-03-10 01:30,495,1.9,9.9
2017-03-10 01:45,495,1.9,9.8
2017-03-10 02:00,495,2.1,9.8
2017-03-10 02:15,496,1.8,9.8
2017-03-10 02:30,495,1.7,9.7
2017-03-10 02:45,495,1.7,9.7
2017-03-10 03:00,495,1.8,9.7
2017-03-10 03:15,495,1.7,9.6
2017-03-10 03:30,495,1.7,9.6
2017-03-10 03:45,495,1.8,9.6
2017-03-10 04:00,495,1.6,9.6
2017-03-10 04:15,495,2.4,9.6
2017-03-10 04:30,495,1.9,9.5
2017-03-10 04:45,495,1.8,9.5
2017-03-10 05:00,495,1.8,9.5
2017-03-10 05:15,495,1.7,9.5
2017-03-10 05:30,495,2.2,9.5
2017-03-10 05:45,495,2.0,9.5
2017-03-10 06:00,495,1.9,9.5
2017-03-10 06:15,495,2.0,9.4
2017-03-10 06:30,496,1.8,9.4
2017-03-10 06:45,495,1.7,9.4
2017-03-10 07:00,495,2.4,9.4
2017-03-10 07:15,496,1.6,9.4
2017-03-10 07:30,496,1.7,9.4
2017-03-10 07:45,496,2.0,9.4
2017-03-10 08:00,496,1.6,9.4
2017-03-10 08:15,496,1.5,9.4
2017-03-10 08:30,496,1.6,9.4
2017-03-10 08:45,496,1.5,9.4
2017-03-10 09:00,496,1.4,9.4
2017-03-10 09:15,496,1.4,9.4
2017-03-10 09:30,496,1.3,9.5
2017-03-10 09:45,496,1.3,9.5
2017-03-10 10:00,496,1.2,9.6
2017-03-10 10:15,496,1.2,9.6
2017-03-10 10:30,496,1.3,9.7
2017-03-10 10:45,496,1.2,9.8
2017-03-10 11:00,496,1.3,9.9
2017-03-10 11:15,496,1.3,10.1
2017-03-10 11:30,496,1.2,10.2
2017-03-10 11:45,496,1.3,10.2
2017-03-10 12:00,496,1.3,10.2
2017-03-10 12:15,496,1.3,10.3
2017-03-10 12:30,496,1.2,10.4
2017-03-10 12:45,496,1.1,10.5
2017-03-10 13:00,496,1.1,10.6
2017-03-10 13:15,495,1.5,10.7
2017-03-10 13:30,495,1.0,10.8
2017-03-10 13:45,495,1.1,10.8
2017-03-10 14:00,495,1.0,10.9
2017-03-10 14:15,495,1.0,11.0
2017-03-10 14:30,495,1.2,11.1
2017-03-10 14:45,495,0.9,11.2
2017-03-10 15:00,495,0.9,11.3
2017-03-10 15:15,495,0.8,11.4
2017-03-10 15:30,495,0.9,11.4
2017-03-10 15:45,495,1.0,11.4
2017-03-10 16:00,495,1.0,11.4
2017-03-10 16:15,495,1.4,11.5
2017-03-10 16:30,495,1.3,11.5
2017-03-10 16:45,495,1.3,11.4
2017-03-10 17:00,495,1.2,11.4
2017-03-10 17:15,495,1.1,11.4
2017-03-10 17:30,495,0.9,11.4
2017-03-10 17:45,495,2.3,11.4
2017-03-10 18:00,495,1.0,11.4
2017-03-10 18:15,495,1.1,11.3
2017-03-10 18:30,495,0.9,11.3
2017-03-10 18:45,496,1.2,11.2
2017-03-10 19:00,495,1.2,11.2
2017-03-10 19:15,496,1.3,11.2
2017-03-10 19:30,NaN,1.4,11.1
2017-03-10 19:45,NaN,1.1,11.1
2017-03-10 20:00,496,1.2,11.1
2017-03-10 20:15,496,0.9,11.1
2017-03-10 20:30,496,1.2,11.0
2017-03-10 20:45,496,1.3,11.0
2017-03-10 21:00,496,1.1,11.0
2017-03-10 21:15,496,1.3,11.0
2017-03-10 21:30,496,1.3,10.9
2017-03-10 21:45,496,1.3,10.9
2017-03-10 22:00,496,1.2,10.9
2017-03-10 22:15,496,1.1,10.9
2017-03-10 22:30,496,1.1,10.9
2017-03-10 22:45,495,1.0,10.8
2017-03-10 23:00,495,1.2,10.8
2017-03-10 23:15,495,1.2,10.8
2017-03-10 23:30,495,1.1,10.8
2017-03-10 23:45,496,1.2,10.8
2017-03-11 00:00,495,1.2,10.7
2017-03-11 00:15,495,1.1,10.7
2017-03-11 00:30,495,1.1,10.7
2017-03-11 00:45,495,1.0,10.7
2017-03-11 01:00,495,1.2,10.7
2017-03-11 01:15,495,1.2,10.7
2017-03-11 01:30,495,1.2,10.6
2017-03-11 01:45,495,1.1,10.6
2017-03-11 02:00,495,1.2,10.6
2017-03-11 02:15,495,1.0,10.6
2017-03-11 02:30,495,1.3,10.6
2017-03-11 02:45,495,1.2,10.6
2017-03-11 03:00,495,1.4,10.6
2017-03-11 03:15,495,1.4,10.6
2017-03-11 03:30,495,1.3,10.5
2017-03-11 03:45,495,1.3,10.5
2017-03-11 04:00,495,1.8,10.5
2017-03-11 04:15,495,1.7,10.5
2017-03-11 04:30,495,1.7,10.5
2017-03-11 04:45,495,1.2,10.5
2017-03-11 05:00,495,1.3,10.5
2017-03-11 05:15,495,1.6,10.5
2017-03-11 05:30,495,1.3,10.5
2017-03-11 05:45,495,1.2,10.5
2017-03-11 06:00,495,1.3,10.5
2017-03-11 06:15,495,1.3,10.5
2017-03-11 06:30,495,1.5,10.5
2017-03-11 06:45,495,1.5,10.5
2017-03-11 07:00,494,1.3,10.5
2017-03-11 07:15,494,1.3,10.5
2017-03-11 07:30,494,1.4,10.6
2017-03-11 07:45,494,1.3,10.6
2017-03-11 08:00,494,1.8,10.7
2017-03-11 08:15,494,2.2,10.7
2017-03-11 08:30,494,2.3,10.8
2017-03-11 08:45,494,2.0,10.8
2017-03-11 09:00,494,2.0,10.9
2017-03-11 09:15,494,2.1,11.0
2017-03-11 09:30,493,1.5,11.1
2017-03-11 09:45,493,1.6,11.2
2017-03-11 10:00,493,1.3,11.3
2017-03-11 10:15,493,1.4,11.4
2017-03-11 10:30,493,1.2,11.5
2017-03-11 10:45,492,1.1,11.5
2017-03-11 11:00,492,1.0,11.6
2017-03-11 11:15,492,1.0,11.7
2017-03-11 11:30,492,1.6,11.8
2017-03-11 11:45,491,0.9,11.9
2017-03-11 12:00,491,0.9,12.0
2017-03-11 12:15,491,1.0,12.0
2017-03-11 12:30,491,1.1,12.1
2017-03-11 12:45,491,1.1,12.2
2017-03-11 13:00,491,1.0,12.2
2017-03-11 13:15,491,1.1,12.3
2017-03-11 13:30,490,1.1,12.3
2017-03-11 13:45,490,0.9,12.4
2017-03-11 14:00,490,1.0,12.4
2017-03-11 14:15,490,0.9,12.5
2017-03-11 14:30,490,0.9,12.5
2017-03-11 14:45,490,0.9,12.5
2017-03-11 15:00,490,0.8,12.6
2017-03-11 15:15,490,0.9,12.6
2017-03-11 15:30,490,1.0,12.6
2017-03-11 15:45,490,1.1,12.6
2017-03-11 16:00,490,0.8,12.6
2017-03-11 16:15,491,1.0,12.6
2017-03-11 16:30,491,1.9,12.6
2017-03-11 16:45,491,1.0,12.5
2017-03-11 17:00,491,1.0,12.5
2017-03-11 17:15,491,0.9,12.5
2017-03-11 17:30,491,1.2,12.5
2017-03-11 17:45,491,0.9,12.4
2017-03-11 18:00,491,0.9,12.4
2017-03-11 18:15,491,0.9,12.4
2017-03-11 18:30,491,1.0,12.3
2017-03-11 18:45,491,1.0,12.3
2017-03-11 19:00,492,1.2,12.2
2017-03-11 19:15,492,1.3,12.2
2017-03-11 19:30,492,1.3,12.1
2017-03-11 19:45,492,1.3,12.1
2017-03-11 20:00,492,1.3,12.0
2017-03-11 20:15,492,1.2,12.0
2017-03-11 20:30,492,1.2,12.0
2017-03-11 20:45,492,1.3,11.9
2017-03-11 21:00,492,1.3,11.9
2017-03-11 21:15,492,1.2,11.9
2017-03-11 21:30,492,1.2,11.9
2017-03-11 21:45,492,1.2,11.8
2017-03-11 22:00,491,1.3,11.8
2017-03-11 22:15,491,1.4,11.8
2017-03-11 22:30,491,1.5,11.7
2017-03-11 22:45,491,1.3,11.7
2017-03-11 23:00,491,1.3,11.7
2017-03-11 23:15,491,1.6,11.7
2017-03-11 23:30,491,1.2,11.6
2017-03-11 23:45,491,2.2,11.6
2017-03-12 00:00,491,1.2,11.6
2017-03-12 00:15,491,1.2,11.6
2017-03-12 00:30,491,1.3,11.5
2017-03-12 00:45,491,1.3,11.5
2017-03-12 01:00,491,1.2,11.5
2017-03-12 01:15,491,1.2,11.5
2017-03-12 01:30,491,1.5,11.5
2017-03-12 01:45,491,1.2,11.4
2017-03-12 03:00,491,1.2,11.4
2017-03-12 03:15,491,1.2,11.4
2017-03-12 03:30,491,1.3,11.4
2017-03-12 03:45,492,1.3,11.4
2017-03-12 04:00,492,1.3,11.3
2017-03-12 04:15,492,1.3,11.3
2017-03-12 04:30,492,1.3,11.3
2017-03-12 04:45,492,1.3,11.3
2017-03-12 05:00,492,1.2,11.3
2017-03-12 05:15,492,1.4,11.3
2017-03-12 05:30,492,1.4,11.3
2017-03-12 05:45,493,1.6,11.3
2017-03-12 06:00,493,1.4,11.3
2017-03-12 06:15,493,1.3,11.3
2017-03-12 06:30,493,1.4,11.3
2017-03-12 06:45,493,1.3,11.2
2017-03-12 07:00,493,1.7,11.2
2017-03-12 07:15,493,1.7,11.2
2017-03-12 07:30,493,1.4,11.2
2017-03-12 07:45,493,1.8,11.2
2017-03-12 08:00,493,1.4,11.2
2017-03-12 08:15,493,1.4,11.2
2017-03-12 08:30,493,1.5,11.3
2017-03-12 08:45,493,2.0,11.3
2017-03-12 09:00,493,1.3,11.4
2017-03-12 09:15,493,1.4,11.4
2017-03-12 09:30,493,1.4,11.5
2017-03-12 09:45,493,1.4,11.5
2017-03-12 10:00,493,1.5,11.6
2017-03-12 10:15,493,1.3,11.7
2017-03-12 10:30,492,1.4,11.7
2017-03-12 10:45,492,1.3,11.8
2017-03-12 11:00,492,1.3,11.9
2017-03-12 11:15,492,1.3,12.0
2017-03-12 11:30,491,1.4,12.0
2017-03-12 11:45,491,1.4,12.1
2017-03-12 12:00,491,1.2,12.2
2017-03-12 12:15,490,1.4,12.2
2017-03-12 12:30,490,1.3,12.3
2017-03-12 12:45,490,1.3,12.4
2017-03-12 13:00,490,1.3,12.4
2017-03-12 13:15,489,1.1,12.5
2017-03-12 13:30,489,1.1,12.6
2017-03-12 13:45,488,1.2,12.6
2017-03-12 14:00,489,1.4,12.6
2017-03-12 14:15,487,1.2,12.7
2017-03-12 14:30,487,1.1,12.7
2017-03-12 14:45,487,1.1,12.8
2017-03-12 15:00,487,1.1,12.8
2017-03-12 15:15,486,1.2,12.9
2017-03-12 15:30,487,1.0,12.9
2017-03-12 15:45,486,1.2,12.9
2017-03-12 16:00,487,1.4,12.9
2017-03-12 16:15,487,1.4,13.0
2017-03-12 16:30,487,1.5,13.0
2017-03-12 16:45,487,1.5,13.0
2017-03-12 17:00,487,1.5,13.0
2017-03-12 17:15,487,1.6,12.9
2017-03-12 17:30,487,1.6,12.9
2017-03-12 17:45,487,1.5,12.9
2017-03-12 18:00,488,1.5,12.9
2017-03-12 18:15,488,1.5,12.8
2017-03-12 18:30,488,1.6,12.8
2017-03-12 18:45,489,1.6,12.8
2017-03-12 19:00,489,1.4,12.7
2017-03-12 19:15,489,1.4,12.7
2017-03-12 19:30,489,1.5,12.7
2017-03-12 19:45,490,1.3,12.6
2017-03-12 20:00,490,1.3,12.6
2017-03-12 20:15,490,1.3,12.5
2017-03-12 20:30,490,1.5,12.5
2017-03-12 20:45,490,1.8,12.4
2017-03-12 21:00,490,1.7,12.4
2017-03-12 21:15,490,2.3,12.4
2017-03-12 21:30,490,2.0,12.3
2017-03-12 21:45,491,1.8,12.3
2017-03-12 22:00,491,2.0,12.2
2017-03-12 22:15,491,2.2,12.2
2017-03-12 22:30,491,1.9,12.2
2017-03-12 22:45,491,1.8,12.2
2017-03-12 23:00,491,1.5,12.1
2017-03-12 23:15,491,1.9,12.1
2017-03-12 23:30,491,1.5,12.1
2017-03-12 23:45,491,1.6,12.0
2017-03-13 00:00,491,1.7,12.0
2017-03-13 00:15,491,1.9,12.0
2017-03-13 00:30,491,1.8,11.9
2017-03-13 00:45,491,2.0,11.9
2017-03-13 01:00,491,1.9,11.8
2017-03-13 01:15,491,2.2,11.8
2017-03-13 01:30,491,2.1,11.8
2017-03-13 01:45,491,1.5,11.8
2017-03-13 02:00,492,1.7,11.7
2017-03-13 02:15,492,1.7,11.7
2017-03-13 02:30,492,1.4,11.7
2017-03-13 02:45,492,2.1,11.7
2017-03-13 03:00,492,1.5,11.6
2017-03-13 03:15,492,1.3,11.6
2017-03-13 03:30,493,1.5,11.6
2017-03-13 03:45,493,1.6,11.6
2017-03-13 04:00,493,1.9,11.6
2017-03-13 04:15,493,2.6,11.5
2017-03-13 04:30,493,1.9,11.5
2017-03-13 04:45,494,2.1,11.5
2017-03-13 05:00,494,1.5,11.5
2017-03-13 05:15,494,1.5,11.5
2017-03-13 05:30,494,1.3,11.5
2017-03-13 05:45,494,1.6,11.4
2017-03-13 06:00,494,2.9,11.4
2017-03-13 06:15,494,1.5,11.4
2017-03-13 06:30,495,1.4,11.4
2017-03-13 06:45,495,1.3,11.4
2017-03-13 07:00,495,1.4,11.4
2017-03-13 07:15,495,1.3,11.4
2017-03-13 07:30,495,1.3,11.4
2017-03-13 07:45,495,1.4,11.4
2017-03-13 08:00,495,1.3,11.4
2017-03-13 08:15,495,1.3,11.4
2017-03-13 08:30,495,1.7,11.4
2017-03-13 08:45,495,1.7,11.5
2017-03-13 09:00,495,1.4,11.5
2017-03-13 09:15,495,1.4,11.6
2017-03-13 09:30,495,1.5,11.6
2017-03-13 09:45,495,1.6,11.7
2017-03-13 10:00,495,1.6,11.8
2017-03-13 10:15,495,1.6,11.8
2017-03-13 10:30,494,1.4,11.9
2017-03-13 10:45,494,1.7,12.0
2017-03-13 11:00,494,1.2,12.0
2017-03-13 11:15,494,1.4,12.1
2017-03-13 11:30,493,1.2,12.2
2017-03-13 11:45,493,1.1,12.3
2017-03-13 12:00,493,1.1,12.3
2017-03-13 12:15,492,1.1,12.4
2017-03-13 12:30,492,1.1,12.4
2017-03-13 12:45,492,1.4,12.5
2017-03-13 13:00,491,2.0,12.6
2017-03-13 13:15,491,1.2,12.6
2017-03-13 13:30,491,1.2,12.7
2017-03-13 13:45,490,1.2,12.7
2017-03-13 14:00,490,1.2,12.8
2017-03-13 14:15,490,1.2,12.8
2017-03-13 14:30,490,1.4,12.9
2017-03-13 14:45,490,1.3,12.9
2017-03-13 15:00,489,1.2,13.0
2017-03-13 15:15,489,1.3,13.0
2017-03-13 15:30,489,1.4,13.0
2017-03-13 15:45,489,1.3,13.1
2017-03-13 16:00,489,1.1,13.1
2017-03-13 16:15,489,1.4,13.1
2017-03-13 16:30,489,1.3,13.1
2017-03-13 16:45,489,1.2,13.1
2017-03-13 17:00,489,1.7,13.1
2017-03-13 17:15,489,1.4,13.1
2017-03-13 17:30,489,1.4,13.1
2017-03-13 17:45,489,1.4,13.1
2017-03-13 18:00,489,2.1,13.0
2017-03-13 18:15,489,1.7,13.0
2017-03-13 18:30,489,1.4,12.9
2017-03-13 18:45,490,1.5,12.9
2017-03-13 19:00,490,1.3,12.8
2017-03-13 19:15,490,1.2,12.8
2017-03-13 19:30,490,1.4,12.7
2017-03-13 19:45,490,1.4,12.7
2017-03-13 20:00,490,1.4,12.7
2017-03-13 20:15,490,1.4,12.6
2017-03-13 20:30,490,1.4,12.6
2017-03-13 20:45,490,1.3,12.5
2017-03-13 21:00,490,1.5,12.5
2017-03-13 21:15,490,1.5,12.5
2017-03-13 21:30,491,1.4,12.4
2017-03-13 21:45,491,1.6,12.4
2017-03-13 22:00,495,1.6,12.3
2017-03-13 22:15,493,1.5,12.3
2017-03-13 22:30,491,1.5,12.3
2017-03-13 22:45,492,1.4,12.2
2017-03-13 23:00,490,2.0,12.2
2017-03-13 23:15,490,2.0,12.1
2017-03-13 23:30,491,1.8,12.1
2017-03-13 23:45,490,2.0,12.0
2017-03-14 00:00,490,1.8,12.0
2017-03-14 00:15,490,1.6,12.0
2017-03-14 00:30,490,1.7,11.9
2017-03-14 00:45,489,1.6,11.9
2017-03-14 01:00,492,1.8,11.8
2017-03-14 01:15,489,1.7,11.8
2017-03-14 01:30,487,1.7,11.8
2017-03-14 01:45,491,1.6,11.7
2017-03-14 02:00,490,1.9,11.7
2017-03-14 02:15,490,1.6,11.7
2017-03-14 02:30,488,1.6,11.6
2017-03-14 02:45,488,1.6,11.6
2017-03-14 03:00,488,1.5,11.6
2017-03-14 03:15,487,1.4,11.6
2017-03-14 03:30,486,1.5,11.6
2017-03-14 03:45,485,1.8,11.5
2017-03-14 04:00,485,1.4,11.5
2017-03-14 04:15,485,1.4,11.5
2017-03-14 04:30,484,1.4,11.5
2017-03-14 04:45,486,1.4,11.5
2017-03-14 05:00,486,1.3,11.5
2017-03-14 05:15,484,1.5,11.5
2017-03-14 05:30,484,1.3,11.5
2017-03-14 05:45,483,1.8,11.5
2017-03-14 06:00,485,1.4,11.5
2017-03-14 06:15,485,1.5,11.5
2017-03-14 06:30,478,1.5,11.5
2017-03-14 06:45,481,1.4,11.5
2017-03-14 07:00,480,1.3,11.5
2017-03-14 07:15,480,1.2,11.5
2017-03-14 07:30,480,1.4,11.5
2017-03-14 07:45,480,1.4,11.5
2017-03-14 08:00,480,1.5,11.5
2017-03-14 08:15,480,1.4,11.5
2017-03-14 08:30,480,1.2,11.5
2017-03-14 08:45,480,1.4,11.5
2017-03-14 09:00,480,1.4,11.6
2017-03-14 09:15,480,1.4,11.6
2017-03-14 09:30,480,1.5,11.7
2017-03-14 09:45,480,1.9,11.8
2017-03-14 10:00,480,1.5,11.8
2017-03-14 10:15,480,1.5,11.8
2017-03-14 10:30,480,1.7,11.8
2017-03-14 10:45,479,1.3,11.9
2017-03-14 11:00,479,2.3,11.9
2017-03-14 11:15,479,1.2,12.0
2017-03-14 11:30,479,1.2,12.0
2017-03-14 11:45,478,1.1,12.1
2017-03-14 12:00,478,1.1,12.1
2017-03-14 12:15,477,1.0,12.2
2017-03-14 12:30,477,1.1,12.2
2017-03-14 12:45,477,1.2,12.3
2017-03-14 13:00,476,1.2,12.3
2017-03-14 13:15,476,1.1,12.4
2017-03-14 13:30,475,1.3,12.5
2017-03-14 13:45,475,1.1,12.6
2017-03-14 14:00,475,1.2,12.6
2017-03-14 14:15,475,1.1,12.6
2017-03-14 14:30,475,1.1,12.7
2017-03-14 14:45,474,1.2,12.8
2017-03-14 15:00,474,1.1,12.8
2017-03-14 15:15,474,1.2,12.9
2017-03-14 15:30,474,1.4,12.9
2017-03-14 15:45,474,1.3,13.0
2017-03-14 16:00,474,1.3,13.0
2017-03-14 16:15,474,1.4,13.0
2017-03-14 16:30,474,2.1,13.1
2017-03-14 16:45,474,1.3,13.1
2017-03-14 17:00,474,1.2,13.1
2017-03-14 17:15,475,1.3,13.2
2017-03-14 17:30,474,1.3,13.2
2017-03-14 17:45,475,1.5,13.2
2017-03-14 18:00,475,1.1,13.2
2017-03-14 18:15,475,1.2,13.2
2017-03-14 18:30,476,1.4,13.2
2017-03-14 18:45,475,1.2,13.2
2017-03-14 19:00,475,1.5,13.2
2017-03-14 19:15,475,1.4,13.2
2017-03-14 19:30,476,1.6,13.1
2017-03-14 19:45,476,1.8,13.1
2017-03-14 20:00,476,1.8,13.0
2017-03-14 20:15,476,1.6,13.0
2017-03-14 20:30,475,1.6,13.0
2017-03-14 20:45,475,1.7,13.0
2017-03-14 21:00,475,1.4,12.9
2017-03-14 21:15,475,1.3,12.9
2017-03-14 21:30,475,1.5,12.9
2017-03-14 21:45,475,1.4,12.8
2017-03-14 22:00,475,1.5,12.8
2017-03-14 22:15,476,1.4,12.8
2017-03-14 22:30,476,1.7,12.8
2017-03-14 22:45,476,1.5,12.7
2017-03-14 23:00,477,1.6,12.7
2017-03-14 23:15,479,1.5,12.7
2017-03-14 23:30,482,1.8,12.7
2017-03-14 23:45,481,1.6,12.6
2017-03-15 00:00,479,1.4,12.6
2017-03-15 00:15,478,1.5,12.6
2017-03-15 00:30,478,1.4,12.6
2017-03-15 00:45,477,1.5,12.6
2017-03-15 01:00,482,1.4,12.5
2017-03-15 01:15,483,NaN,12.5
2017-03-15 01:30,477,1.2,12.5
2017-03-15 01:45,481,1.6,12.5
2017-03-15 02:00,481,1.2,12.5
2017-03-15 02:15,482,1.2,12.4
2017-03-15 02:30,479,1.2,12.4
2017-03-15 02:45,479,1.3,12.4
2017-03-15 03:00,480,1.3,12.4
2017-03-15 03:15,480,1.3,12.4
2017-03-15 03:30,481,1.3,12.4
2017-03-15 03:45,482,1.4,12.3
2017-03-15 04:00,493,1.2,12.3
2017-03-15 04:15,492,1.3,12.3
2017-03-15 04:30,488,1.1,12.3
2017-03-15 04:45,487,1.6,12.3
2017-03-15 05:00,494,1.2,12.3
2017-03-15 05:15,492,1.1,12.3
2017-03-15 05:30,489,1.2,12.2
2017-03-15 05:45,492,1.1,12.2
2017-03-15 06:00,493,1.5,12.2
2017-03-15 06:15,493,1.1,12.2
2017-03-15 06:30,494,1.1,12.2
2017-03-15 06:45,495,1.3,12.2
2017-03-15 07:00,490,1.2,12.2
2017-03-15 07:15,494,1.3,12.2
2017-03-15 07:30,494,1.2,12.2
2017-03-15 07:45,495,1.2,12.2
2017-03-15 08:00,495,1.2,12.2
2017-03-15 08:15,495,1.3,12.2
2017-03-15 08:30,496,1.4,12.3
2017-03-15 08:45,496,1.4,12.3
2017-03-15 09:00,495,1.7,12.4
2017-03-15 09:15,496,1.5,12.4
2017-03-15 09:30,496,1.6,12.5
2017-03-15 09:45,496,1.7,12.5
2017-03-15 10:00,496,1.8,12.6
2017-03-15 10:15,496,1.8,12.7
2017-03-15 10:30,495,1.8,12.8
2017-03-15 10:45,495,1.5,12.8
2017-03-15 11:00,497,1.8,12.9
2017-03-15 11:15,497,1.7,13.0
2017-03-15 11:30,497,1.7,13.0
2017-03-15 11:45,498,1.7,13.1
2017-03-15 12:00,497,2.0,13.1
2017-03-15 12:15,499,1.7,13.2
2017-03-15 12:30,499,2.0,13.3
2017-03-15 12:45,499,1.7,13.3
2017-03-15 13:00,500,1.7,13.4
2017-03-15 13:15,501,1.5,13.5
2017-03-15 13:30,501,1.5,13.5
2017-03-15 13:45,501,1.6,13.6
2017-03-15 14:00,502,1.7,13.6
2017-03-15 14:15,502,1.9,13.6
2017-03-15 14:30,501,1.8,13.7
2017-03-15 14:45,501,2.0,13.7
2017-03-15 15:00,502,2.2,13.8
2017-03-15 15:15,504,2.1,13.8
2017-03-15 15:30,504,1.9,13.8
2017-03-15 15:45,504,2.3,13.9
2017-03-15 16:00,504,2.0,13.9
2017-03-15 16:15,505,2.5,13.9
2017-03-15 16:30,505,2.7,14.0
2017-03-15 16:45,505,2.3,14.0
2017-03-15 17:00,506,2.5,14.0
2017-03-15 17:15,506,2.0,14.0
2017-03-15 17:30,506,1.8,14.0
2017-03-15 17:45,506,2.0,14.0
2017-03-15 18:00,506,2.1,14.0
2017-03-15 18:15,507,1.8,14.0
2017-03-15 18:30,507,2.1,13.9
