date_time,SC(uS),Turb(FNU),DO(mg/L)
2017-03-15 18:45,507,2.1,13.9
2017-03-15 19:00,508,1.9,13.9
2017-03-15 19:15,508,2.2,13.8
2017-03-15 19:30,508,1.8,13.8
2017-03-15 19:45,507,2.2,13.8
2017-03-15 20:00,508,2.2,13.7
2017-03-15 20:15,509,2.2,13.7
2017-03-15 20:30,512,2.1,13.6
2017-03-15 20:45,509,2.0,13.6
2017-03-15 21:00,509,2.0,13.6
2017-03-15 21:15,505,2.0,13.5
2017-03-15 21:30,506,2.4,13.5
2017-03-15 21:45,502,1.8,13.5
2017-03-15 22:00,510,1.7,13.4
2017-03-15 22:15,506,1.8,13.4
2017-03-15 22:30,513,1.8,13.4
2017-03-15 22:45,513,2.1,13.3
2017-03-15 23:00,510,1.7,13.3
2017-03-15 23:15,514,1.7,13.3
2017-03-15 23:30,511,1.4,13.3
2017-03-15 23:45,511,1.6,13.2
2017-03-16 00:00,512,1.4,13.2
2017-03-16 00:15,513,1.4,13.2
2017-03-16 00:30,514,1.4,13.2
2017-03-16 00:45,514,1.4,13.1
2017-03-16 01:00,515,1.4,13.1
2017-03-16 01:15,516,1.4,13.1
2017-03-16 01:30,517,1.4,13.1
2017-03-16 01:45,519,1.9,13.0
2017-03-16 02:00,516,1.4,13.0
2017-03-16 02:15,518,1.4,13.0
2017-03-16 02:30,519,1.3,13.0
2017-03-16 02:45,519,1.2,12.9
2017-03-16 03:00,518,1.3,12.9
2017-03-16 03:15,519,1.3,12.9
2017-03-16 03:30,518,1.3,12.9
2017-03-16 03:45,518,1.1,12.9
2017-03-16 04:00,520,1.5,12.9
2017-03-16 04:15,520,1.3,12.9
2017-03-16 04:30,519,1.4,12.8
2017-03-16 04:45,519,1.5,12.8
2017-03-16 05:00,518,1.4,12.8
2017-03-16 05:15,518,1.3,12.8
2017-03-16 05:30,517,1.3,12.8
2017-03-16 05:45,517,1.4,12.8
2017-03-16 06:00,517,1.2,12.8
2017-03-16 06:15,516,1.2,12.8
2017-03-16 06:30,515,1.2,12.7
2017-03-16 06:45,514,1.3,12.7
2017-03-16 07:00,514,1.2,12.7
2017-03-16 07:15,513,1.2,12.7
2017-03-16 07:30,513,1.2,12.7
2017-03-16 07:45,512,1.2,12.7
2017-03-16 08:00,512,1.2,12.7
2017-03-16 08:15,512,1.2,12.7
2017-03-16 08:30,511,1.1,12.7
2017-03-16 08:45,511,1.2,12.7
2017-03-16 09:00,510,1.2,12.7
2017-03-16 09:15,508,1.7,12.8
2017-03-16 09:30,508,1.5,12.8
2017-03-16 09:45,508,1.8,12.9
2017-03-16 10:00,507,1.6,12.9
2017-03-16 10:15,506,1.5,13.0
2017-03-16 10:30,506,1.4,13.0
2017-03-16 10:45,505,1.6,13.1
2017-03-16 11:00,504,2.2,13.1
2017-03-16 11:15,503,2.0,13.2
2017-03-16 11:30,501,1.7,13.2
2017-03-16 11:45,501,1.4,13.3
2017-03-16 12:00,500,1.4,13.3
2017-03-16 12:15,500,1.1,13.4
2017-03-16 12:30,499,1.3,13.4
2017-03-16 12:45,499,1.6,13.4
2017-03-16 13:00,498,1.6,13.5
2017-03-16 13:15,498,1.4,13.5
2017-03-16 13:30,497,1.7,13.6
2017-03-16 13:45,496,1.5,13.6
2017-03-16 14:00,496,1.8,13.6
2017-03-16 14:15,495,1.4,13.7
2017-03-16 14:30,495,1.5,13.7
2017-03-16 14:45,494,1.6,13.7
2017-03-16 15:00,494,1.6,13.8
2017-03-16 15:15,494,1.3,13.8
2017-03-16 15:30,493,1.7,13.8
2017-03-16 15:45,493,1.5,13.8
2017-03-16 16:00,492,1.4,13.8
2017-03-16 16:15,492,1.3,13.9
2017-03-16 16:30,492,1.2,13.9
2017-03-16 16:45,491,1.7,13.9
2017-03-16 17:00,491,1.7,13.9
2017-03-16 17:15,491,1.3,13.9
2017-03-16 17:30,490,2.1,13.8
2017-03-16 17:45,490,1.5,13.8
2017-03-16 18:00,490,1.5,13.8
2017-03-16 18:15,490,1.3,13.8
2017-03-16 18:30,489,1.5,13.8
2017-03-16 18:45,490,1.4,13.7
2017-03-16 19:00,489,1.5,13.7
2017-03-16 19:15,489,1.4,13.7
2017-03-16 19:30,489,1.5,13.6
2017-03-16 19:45,489,1.5,13.6
2017-03-16 20:00,489,1.6,13.5
2017-03-16 20:15,489,1.5,13.5
2017-03-16 20:30,490,1.6,13.4
2017-03-16 20:45,489,1.8,13.4
2017-03-16 21:00,490,1.7,13.3
2017-03-16 21:15,489,1.8,13.3
2017-03-16 21:30,488,1.7,13.3
2017-03-16 21:45,487,1.8,13.2
2017-03-16 22:00,487,1.9,13.2
2017-03-16 22:15,487,1.6,13.1
2017-03-16 22:30,487,2.5,13.1
2017-03-16 22:45,487,1.6,13.1
2017-03-16 23:00,488,1.8,13.0
2017-03-16 23:15,487,2.5,13.0
2017-03-16 23:30,487,2.0,12.9
2017-03-16 23:45,488,1.8,12.9
2017-03-17 00:00,488,1.9,12.9
2017-03-17 00:15,489,1.9,12.8
2017-03-17 00:30,489,1.9,12.8
2017-03-17 00:45,486,1.9,12.8
2017-03-17 01:00,487,1.8,12.7
2017-03-17 01:15,485,1.9,12.7
2017-03-17 01:30,485,1.7,12.7
2017-03-17 01:45,485,1.8,12.7
2017-03-17 02:00,485,4.1,12.6
2017-03-17 02:15,485,2.4,12.6
2017-03-17 02:30,485,1.9,12.6
2017-03-17 02:45,485,2.7,12.6
2017-03-17 03:00,485,1.9,12.5
2017-03-17 03:15,485,2.1,12.5
2017-03-17 03:30,485,2.2,12.5
2017-03-17 03:45,485,1.8,12.5
2017-03-17 04:00,485,1.6,12.5
2017-03-17 04:15,486,1.6,12.5
2017-03-17 04:30,485,1.6,12.4
2017-03-17 04:45,486,1.9,12.4
2017-03-17 05:00,485,1.6,12.4
2017-03-17 05:15,485,1.4,12.4
2017-03-17 05:30,485,1.5,12.4
2017-03-17 05:45,485,1.4,12.4
2017-03-17 06:00,485,1.5,12.4
2017-03-17 06:15,486,1.4,12.4
2017-03-17 06:30,483,2.7,12.4
2017-03-17 06:45,483,1.3,12.4
2017-03-17 07:00,483,1.4,12.4
2017-03-17 07:15,483,1.4,12.4
2017-03-17 07:30,483,1.4,12.3
2017-03-17 07:45,483,1.5,12.3
2017-03-17 08:00,483,1.5,12.4
2017-03-17 08:15,483,1.4,12.4
2017-03-17 08:30,483,1.5,12.4
2017-03-17 08:45,482,1.7,12.4
2017-03-17 09:00,483,1.6,12.5
2017-03-17 09:15,483,2.0,12.5
2017-03-17 09:30,482,1.8,12.5
2017-03-17 09:45,482,1.8,12.6
2017-03-17 10:00,482,2.0,12.6
2017-03-17 10:15,482,1.8,12.7
2017-03-17 10:30,482,1.7,12.7
2017-03-17 10:45,482,2.9,12.8
2017-03-17 11:00,482,1.7,12.8
2017-03-17 11:15,481,1.8,12.9
2017-03-17 11:30,481,2.0,13.0
2017-03-17 11:45,481,1.9,13.0
2017-03-17 12:00,481,3.2,13.1
2017-03-17 12:15,481,1.8,13.1
2017-03-17 12:30,481,1.8,13.2
2017-03-17 12:45,480,2.1,13.2
2017-03-17 13:00,481,1.7,13.3
2017-03-17 13:15,480,1.7,13.3
2017-03-17 13:30,480,1.8,13.4
2017-03-17 13:45,480,1.7,13.4
2017-03-17 14:00,480,1.5,13.4
2017-03-17 14:15,479,1.7,13.5
2017-03-17 14:30,479,1.5,13.5
2017-03-17 14:45,479,1.7,13.5
2017-03-17 15:00,480,1.8,13.5
2017-03-17 15:15,480,1.6,13.5
2017-03-17 15:30,479,1.4,13.5
2017-03-17 15:45,479,1.6,13.6
2017-03-17 16:00,479,1.6,13.6
2017-03-17 16:15,479,1.8,13.6
2017-03-17 16:30,479,1.7,13.6
2017-03-17 16:45,479,1.5,13.6
2017-03-17 17:00,479,1.5,13.6
2017-03-17 17:15,479,1.5,13.6
2017-03-17 17:30,479,1.4,13.6
2017-03-17 17:45,479,2.3,13.6
2017-03-17 18:00,479,2.8,13.5
2017-03-17 18:15,479,1.5,13.5
2017-03-17 18:30,478,1.8,13.5
2017-03-17 18:45,478,1.6,13.4
2017-03-17 19:00,478,1.5,13.4
2017-03-17 19:15,477,1.6,13.4
2017-03-17 19:30,477,1.8,13.3
2017-03-17 19:45,477,1.8,13.3
2017-03-17 20:00,477,1.7,13.3
2017-03-17 20:15,477,1.8,13.2
2017-03-17 20:30,476,1.8,13.2
2017-03-17 20:45,476,2.1,13.2
2017-03-17 21:00,476,1.7,13.1
2017-03-17 21:15,476,1.7,13.1
2017-03-17 21:30,475,1.7,13.0
2017-03-17 21:45,475,1.8,13.0
2017-03-17 22:00,475,1.8,13.0
2017-03-17 22:15,475,2.0,12.9
2017-03-17 22:30,474,1.7,12.9
2017-03-17 22:45,474,2.2,12.8
2017-03-17 23:00,474,1.8,12.8
2017-03-17 23:15,474,1.9,12.7
2017-03-17 23:30,473,1.8,12.7
2017-03-17 23:45,473,2.0,12.6
2017-03-18 00:00,473,1.7,12.6
2017-03-18 00:15,473,1.6,12.5
2017-03-18 00:30,472,2.0,12.5
2017-03-18 00:45,472,1.7,12.5
2017-03-18 01:00,473,3.9,12.4
2017-03-18 01:15,473,2.1,12.4
2017-03-18 01:30,473,2.0,12.4
2017-03-18 01:45,473,1.8,12.3
2017-03-18 02:00,474,1.9,12.3
2017-03-18 02:15,474,2.1,12.3
2017-03-18 02:30,474,1.8,12.2
2017-03-18 02:45,474,2.0,12.2
2017-03-18 03:00,474,2.1,12.2
2017-03-18 03:15,474,1.8,12.1
2017-03-18 03:30,474,1.8,12.1
2017-03-18 03:45,474,1.9,12.1
2017-03-18 04:00,474,3.1,12.1
2017-03-18 04:15,474,2.0,12.1
2017-03-18 04:30,474,1.8,12.0
2017-03-18 04:45,474,1.7,12.0
2017-03-18 05:00,474,2.0,12.0
2017-03-18 05:15,474,1.9,12.0
2017-03-18 05:30,474,1.8,12.0
2017-03-18 05:45,474,1.8,11.9
2017-03-18 06:00,474,1.9,11.9
2017-03-18 06:15,473,1.8,11.9
2017-03-18 06:30,473,1.7,11.9
2017-03-18 06:45,473,1.8,11.9
2017-03-18 07:00,473,2.1,11.8
2017-03-18 07:15,473,1.9,11.8
2017-03-18 07:30,473,2.0,11.8
2017-03-18 07:45,473,1.9,11.8
2017-03-18 08:00,473,1.9,11.8
2017-03-18 08:15,473,2.0,11.8
2017-03-18 08:30,473,2.0,11.8
2017-03-18 08:45,473,2.2,11.8
2017-03-18 09:00,473,2.1,11.8
2017-03-18 09:15,473,2.0,11.9
2017-03-18 09:30,472,1.9,11.9
2017-03-18 09:45,472,1.9,12.0
2017-03-18 10:00,472,2.2,12.0
2017-03-18 10:15,472,2.3,12.1
2017-03-18 10:30,472,1.7,12.1
2017-03-18 10:45,472,2.2,12.2
2017-03-18 11:00,471,1.8,12.3
2017-03-18 11:15,471,2.0,12.3
2017-03-18 11:30,471,2.0,12.4
2017-03-18 11:45,471,1.6,12.5
2017-03-18 12:00,471,1.6,12.5
2017-03-18 12:15,471,1.7,12.6
2017-03-18 12:30,471,1.6,12.7
2017-03-18 12:45,470,1.6,12.7
2017-03-18 13:00,471,1.5,12.8
2017-03-18 13:15,471,2.5,12.9
2017-03-18 13:30,470,3.2,12.9
2017-03-18 13:45,470,2.8,13.0
2017-03-18 14:00,470,1.8,13.0
2017-03-18 14:15,470,2.6,13.0
2017-03-18 14:30,471,1.7,13.0
2017-03-18 14:45,471,1.7,13.0
2017-03-18 15:00,471,1.9,13.0
2017-03-18 15:15,471,2.1,13.1
2017-03-18 15:30,471,1.8,13.1
2017-03-18 15:45,471,1.8,13.2
2017-03-18 16:00,472,1.9,13.2
2017-03-18 16:15,472,2.1,13.2
2017-03-18 16:30,472,2.7,13.1
2017-03-18 16:45,471,2.0,13.1
2017-03-18 17:00,468,2.8,13.0
2017-03-18 17:15,469,3.1,12.9
2017-03-18 17:30,469,3.4,12.9
2017-03-18 17:45,470,3.3,12.9
2017-03-18 18:00,469,2.8,12.8
2017-03-18 18:15,468,3.4,12.8
2017-03-18 18:30,467,3.8,12.7
2017-03-18 18:45,466,4.0,12.6
2017-03-18 19:00,464,4.1,12.6
2017-03-18 19:15,462,4.9,12.5
2017-03-18 19:30,458,5.7,12.4
2017-03-18 19:45,455,8.0,12.3
2017-03-18 20:00,452,7.2,12.2
2017-03-18 20:15,450,7.8,12.1
2017-03-18 20:30,449,10.8,12.1
2017-03-18 20:45,448,13.5,12.0
2017-03-18 21:00,446,18.0,12.0
2017-03-18 21:15,445,21.2,11.9
2017-03-18 21:30,443,22.6,11.8
2017-03-18 21:45,441,21.4,11.8
2017-03-18 22:00,439,20.5,11.7
2017-03-18 22:15,438,20.1,11.7
2017-03-18 22:30,437,14.6,11.7
2017-03-18 22:45,437,14.3,11.6
2017-03-18 23:00,438,13.1,11.6
2017-03-18 23:15,438,11.8,11.6
2017-03-18 23:30,438,11.5,11.5
2017-03-18 23:45,438,10.8,11.5
2017-03-19 00:00,438,10.2,11.5
2017-03-19 00:15,438,9.6,11.4
2017-03-19 00:30,438,9.4,11.4
2017-03-19 00:45,444,8.7,11.4
2017-03-19 01:00,440,8.7,11.3
2017-03-19 01:15,441,9.1,11.3
2017-03-19 01:30,442,9.3,11.3
2017-03-19 01:45,441,10.1,11.2
2017-03-19 02:00,440,9.6,11.2
2017-03-19 02:15,439,9.8,11.2
2017-03-19 02:30,437,10.3,11.1
2017-03-19 02:45,435,11.2,11.1
2017-03-19 03:00,432,9.8,11.1
2017-03-19 03:15,431,9.9,11.1
2017-03-19 03:30,430,10.3,11.0
2017-03-19 03:45,429,9.0,11.0
2017-03-19 04:00,429,8.4,11.0
2017-03-19 04:15,429,8.4,11.0
2017-03-19 04:30,429,9.3,11.0
2017-03-19 04:45,430,8.5,10.9
2017-03-19 05:00,430,8.4,10.9
2017-03-19 05:15,431,8.2,10.9
2017-03-19 05:30,431,9.4,10.9
2017-03-19 05:45,433,13.4,10.9
2017-03-19 06:00,434,16.0,10.9
2017-03-19 06:15,436,17.5,10.9
2017-03-19 06:30,439,18.3,10.9
2017-03-19 06:45,444,15.2,10.9
2017-03-19 07:00,447,15.3,10.9
2017-03-19 07:15,447,11.5,10.9
2017-03-19 07:30,449,12.1,10.9
2017-03-19 07:45,449,10.2,10.9
2017-03-19 08:00,450,9.8,11.0
2017-03-19 08:15,451,8.5,11.0
2017-03-19 08:30,452,8.2,11.0
2017-03-19 08:45,452,8.3,11.0
2017-03-19 09:00,453,7.8,11.1
2017-03-19 09:15,453,7.6,11.1
2017-03-19 09:30,454,6.7,11.1
2017-03-19 09:45,454,6.4,11.2
2017-03-19 10:00,455,6.3,11.2
2017-03-19 10:15,455,6.0,11.3
2017-03-19 10:30,455,6.0,11.3
2017-03-19 10:45,456,6.0,11.4
2017-03-19 11:00,456,5.7,11.4
2017-03-19 11:15,456,5.6,11.5
2017-03-19 11:30,456,5.9,11.5
2017-03-19 11:45,455,5.4,11.6
2017-03-19 12:00,455,5.5,11.6
2017-03-19 12:15,455,5.3,11.6
2017-03-19 12:30,454,5.7,11.6
2017-03-19 12:45,454,5.2,11.7
2017-03-19 13:00,453,4.8,11.7
2017-03-19 13:15,452,4.7,11.8
2017-03-19 13:30,452,5.9,11.9
2017-03-19 13:45,451,5.2,11.9
2017-03-19 14:00,450,4.5,12.0
2017-03-19 14:15,449,4.3,12.0
2017-03-19 14:30,448,4.4,12.1
2017-03-19 14:45,447,4.6,12.1
2017-03-19 15:00,446,4.5,12.1
2017-03-19 15:15,445,4.4,12.2
2017-03-19 15:30,445,4.5,12.2
2017-03-19 15:45,445,4.6,12.2
2017-03-19 16:00,444,4.9,12.2
2017-03-19 16:15,444,5.1,12.2
2017-03-19 16:30,444,4.4,12.3
2017-03-19 16:45,444,5.8,12.3
2017-03-19 17:00,445,4.5,12.3
2017-03-19 17:15,444,4.1,12.3
2017-03-19 17:30,445,4.6,12.3
2017-03-19 17:45,445,3.9,12.3
2017-03-19 18:00,446,4.1,12.3
2017-03-19 18:15,446,4.0,12.3
2017-03-19 18:30,448,4.1,12.3
2017-03-19 18:45,446,4.4,12.2
2017-03-19 19:00,447,4.5,12.2
2017-03-19 19:15,447,4.5,12.1
2017-03-19 19:30,448,4.0,12.1
2017-03-19 19:45,448,3.8,12.0
2017-03-19 20:00,448,3.8,12.0
2017-03-19 20:15,448,3.8,11.9
2017-03-19 20:30,452,4.2,11.8
2017-03-19 20:45,450,4.4,11.8
2017-03-19 21:00,451,4.2,11.7
2017-03-19 21:15,451,4.3,11.7
2017-03-19 21:30,448,4.1,11.7
2017-03-19 21:45,450,4.3,11.6
2017-03-19 22:00,447,4.1,11.6
2017-03-19 22:15,447,4.2,11.5
2017-03-19 22:30,446,4.4,11.5
2017-03-19 22:45,451,5.3,11.5
2017-03-19 23:00,444,4.7,11.4
2017-03-19 23:15,444,4.0,11.4
2017-03-19 23:30,443,4.1,11.3
2017-03-19 23:45,443,4.9,11.3
2017-03-20 00:00,442,4.7,11.3
2017-03-20 00:15,441,4.0,11.2
2017-03-20 00:30,441,4.7,11.2
2017-03-20 00:45,441,4.1,11.2
2017-03-20 01:00,440,5.6,11.1
2017-03-20 01:15,440,4.2,11.1
2017-03-20 01:30,439,4.5,11.1
2017-03-20 01:45,443,3.8,11.1
2017-03-20 02:00,444,3.7,11.0
2017-03-20 02:15,444,4.2,11.0
2017-03-20 02:30,438,5.2,11.0
2017-03-20 02:45,437,3.9,10.9
2017-03-20 03:00,437,NaN,10.9
2017-03-20 03:15,437,NaN,10.9
2017-03-20 03:30,443,NaN,10.9
2017-03-20 03:45,442,3.6,10.9
2017-03-20 04:00,438,3.5,10.8
2017-03-20 04:15,438,3.7,10.8
2017-03-20 04:30,438,3.6,10.8
2017-03-20 04:45,438,3.6,10.8
2017-03-20 05:00,438,3.7,10.8
2017-03-20 05:15,438,3.6,10.7
2017-03-20 05:30,438,3.7,10.7
2017-03-20 05:45,438,3.8,10.7
2017-03-20 06:00,437,3.5,10.7
2017-03-20 06:15,438,3.8,10.7
2017-03-20 06:30,438,3.6,10.7
2017-03-20 06:45,437,3.2,10.7
2017-03-20 07:00,437,3.1,10.7
2017-03-20 07:15,441,3.1,10.7
2017-03-20 07:30,439,3.3,10.7
2017-03-20 07:45,439,3.6,10.7
2017-03-20 08:00,441,3.1,10.8
2017-03-20 08:15,442,3.1,10.8
2017-03-20 08:30,442,3.0,10.8
2017-03-20 08:45,442,3.1,10.9
2017-03-20 09:00,442,2.9,11.0
2017-03-20 09:15,442,2.7,11.0
2017-03-20 09:30,442,2.8,11.1
2017-03-20 09:45,442,2.7,11.2
2017-03-20 10:00,442,2.6,11.2
2017-03-20 10:15,442,2.6,11.3
2017-03-20 10:30,442,2.5,11.4
2017-03-20 10:45,442,2.4,11.5
2017-03-20 11:00,443,2.3,11.6
2017-03-20 11:15,443,2.3,11.7
2017-03-20 11:30,443,2.3,11.8
2017-03-20 11:45,443,2.4,11.8
2017-03-20 12:00,443,2.3,11.9
2017-03-20 12:15,443,2.3,12.0
2017-03-20 12:30,443,2.3,12.1
2017-03-20 12:45,439,2.2,12.1
2017-03-20 13:00,439,2.5,12.2
2017-03-20 13:15,439,2.3,12.2
2017-03-20 13:30,439,2.2,12.3
2017-03-20 13:45,440,2.3,12.3
2017-03-20 14:00,440,2.4,12.4
2017-03-20 14:15,440,2.3,12.4
2017-03-20 14:30,441,2.2,12.5
2017-03-20 14:45,441,2.2,12.5
2017-03-20 15:00,439,2.1,12.6
2017-03-20 15:15,439,2.2,12.6
2017-03-20 15:30,441,2.4,12.6
2017-03-20 15:45,444,2.3,12.7
2017-03-20 16:00,445,2.4,12.7
2017-03-20 16:15,446,2.4,12.7
2017-03-20 16:30,445,2.6,12.7
2017-03-20 16:45,446,2.4,12.7
2017-03-20 17:00,447,2.3,12.7
2017-03-20 17:15,446,2.5,12.7
2017-03-20 17:30,447,2.1,12.7
2017-03-20 17:45,447,2.4,12.7
2017-03-20 18:00,447,2.2,12.7
2017-03-20 18:15,448,2.2,12.6
2017-03-20 18:30,448,2.6,12.6
2017-03-20 18:45,449,2.2,12.5
2017-03-20 19:00,450,2.3,12.5
2017-03-20 19:15,450,2.3,12.4
2017-03-20 19:30,451,2.4,12.3
2017-03-20 19:45,449,2.3,12.2
2017-03-20 20:00,452,2.5,12.1
2017-03-20 20:15,446,2.5,12.1
2017-03-20 20:30,447,2.9,12.0
2017-03-20 20:45,447,2.7,11.9
2017-03-20 21:00,448,2.7,11.8
2017-03-20 21:15,448,2.9,11.8
2017-03-20 21:30,449,3.0,11.7
2017-03-20 21:45,450,3.1,11.6
2017-03-20 22:00,450,3.5,11.6
2017-03-20 22:15,451,3.1,11.5
2017-03-20 22:30,451,3.3,11.5
2017-03-20 22:45,451,3.2,11.4
2017-03-20 23:00,452,3.4,11.3
2017-03-20 23:15,453,2.9,11.3
2017-03-20 23:30,453,2.8,11.2
2017-03-20 23:45,454,2.9,11.2
2017-03-21 00:00,454,2.9,11.1
2017-03-21 00:15,455,3.0,11.1
2017-03-21 00:30,455,3.0,11.0
2017-03-21 00:45,455,3.1,11.0
2017-03-21 01:00,456,3.2,10.9
2017-03-21 01:15,456,2.9,10.9
2017-03-21 01:30,456,3.0,10.8
2017-03-21 01:45,456,2.8,10.8
2017-03-21 02:00,457,2.9,10.7
2017-03-21 02:15,457,2.7,10.7
2017-03-21 02:30,457,2.6,10.6
2017-03-21 02:45,458,2.8,10.6
2017-03-21 03:00,458,2.9,10.6
2017-03-21 03:15,458,2.7,10.5
2017-03-21 03:30,458,3.0,10.5
2017-03-21 03:45,458,2.6,10.4
2017-03-21 04:00,458,4.1,10.4
2017-03-21 04:15,459,3.0,10.4
2017-03-21 04:30,459,3.3,10.3
2017-03-21 04:45,459,2.5,10.3
2017-03-21 05:00,459,2.9,10.2
2017-03-21 05:15,459,2.7,10.2
2017-03-21 05:30,459,2.6,10.2
2017-03-21 05:45,460,3.0,10.2
2017-03-21 06:00,462,3.3,10.2
2017-03-21 06:15,463,2.6,10.1
2017-03-21 06:30,463,2.6,10.1
2017-03-21 06:45,465,2.8,10.1
2017-03-21 07:00,465,2.5,10.1
2017-03-21 07:15,464,2.5,10.1
2017-03-21 07:30,464,3.0,10.1
2017-03-21 07:45,463,2.5,10.1
2017-03-21 08:00,464,2.4,10.1
2017-03-21 08:15,464,2.3,10.1
2017-03-21 08:30,464,2.1,10.1
2017-03-21 08:45,464,2.3,10.1
2017-03-21 09:00,464,1.9,10.1
2017-03-21 09:15,463,1.9,10.2
2017-03-21 09:30,464,2.0,10.2
2017-03-21 09:45,463,1.8,10.2
2017-03-21 10:00,464,1.8,10.3
2017-03-21 10:15,464,2.0,10.4
2017-03-21 10:30,463,2.6,10.5
2017-03-21 10:45,463,1.7,10.6
2017-03-21 11:00,463,1.7,10.7
2017-03-21 11:15,463,1.7,10.8
2017-03-21 11:30,462,1.6,10.9
2017-03-21 11:45,462,1.5,11.0
2017-03-21 12:00,462,1.4,11.1
2017-03-21 12:15,462,1.5,11.2
2017-03-21 12:30,462,1.5,11.3
2017-03-21 12:45,461,1.4,11.4
2017-03-21 13:00,461,1.5,11.4
2017-03-21 13:15,461,1.7,11.5
2017-03-21 13:30,460,1.5,11.6
2017-03-21 13:45,460,1.4,11.7
2017-03-21 14:00,460,1.5,11.8
2017-03-21 14:15,459,1.4,11.8
2017-03-21 14:30,459,1.5,11.9
2017-03-21 14:45,459,1.7,11.9
2017-03-21 15:00,458,1.8,12.0
2017-03-21 15:15,458,1.7,12.1
2017-03-21 15:30,458,1.6,12.1
2017-03-21 15:45,457,1.8,12.1
2017-03-21 16:00,457,1.6,12.2
2017-03-21 16:15,457,1.5,12.2
2017-03-21 16:30,457,1.8,12.2
2017-03-21 16:45,456,1.8,12.2
2017-03-21 17:00,456,2.0,12.2
2017-03-21 17:15,456,1.8,12.2
2017-03-21 17:30,456,1.4,12.2
2017-03-21 17:45,456,1.9,12.1
2017-03-21 18:00,456,1.8,12.1
2017-03-21 18:15,456,1.8,12.0
2017-03-21 18:30,458,1.7,12.0
2017-03-21 18:45,456,2.0,11.9
2017-03-21 19:00,456,2.0,11.8
2017-03-21 19:15,456,2.0,11.8
2017-03-21 19:30,457,1.9,11.7
2017-03-21 19:45,457,1.9,11.6
2017-03-21 20:00,457,2.4,11.5
2017-03-21 20:15,457,2.2,11.4
2017-03-21 20:30,454,2.2,11.3
2017-03-21 20:45,455,2.8,11.3
2017-03-21 21:00,455,3.0,11.2
2017-03-21 21:15,455,2.9,11.1
2017-03-21 21:30,455,3.3,11.1
2017-03-21 21:45,454,2.9,11.0
2017-03-21 22:00,455,3.1,10.9
2017-03-21 22:15,455,2.9,10.9
2017-03-21 22:30,455,2.8,10.8
2017-03-21 22:45,456,2.6,10.7
2017-03-21 23:00,456,2.6,10.7
2017-03-21 23:15,456,2.6,10.6
2017-03-21 23:30,457,3.0,10.5
2017-03-21 23:45,457,3.5,10.5